País,Estado,Sitio Estadíos,Estadio,Años,Pre-Post,Salida,COORDENADAS N,Coordenadas W,Altitud,GRUPO,ESPECIE,Fecha
México,Jalisco,SCruz8-10,8-10,10,Post,12,"19°36'7.33""N","105°02'34.54""W",182,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SCruz8-10,8-10,10,Post,12,"19°36'7.33""N","105°02'34.54""W",182,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SCruz8-10,8-10,10,Post,12,"19°36'7.33""N","105°02'34.54""W",182,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SCruz8-10,8-10,10,Post,12,"19°36'7.33""N","105°02'34.54""W",182,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SCruz8-10,8-10,10,Post,12,"19°36'7.33""N","105°02'34.54""W",182,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SCruz8-10,8-10,10,Post,12,"19°36'7.33""N","105°02'34.54""W",182,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SCruz8-10,8-10,10,Post,12,"19°36'7.33""N","105°02'34.54""W",182,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SCruz8-10,8-10,10,Post,12,"19°36'7.33""N","105°02'34.54""W",182,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SCruz8-10,8-10,10,Post,12,"19°36'7.33""N","105°02'34.54""W",182,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SCruz8-10,8-10,10,Post,12,"19°36'7.33""N","105°02'34.54""W",182,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SCruz8-10,8-10,10,Post,12,"19°36'7.33""N","105°02'34.54""W",182,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SCruz8-10,8-10,10,Post,12,"19°36'7.33""N","105°02'34.54""W",182,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SCruz8-10,8-10,10,Post,12,"19°36'7.33""N","105°02'34.54""W",182,LAGARTIJO,Sceloporus utiformis,
México,Jalisco,SCruz8-10,8-10,10,Post,12,"19°36'7.33""N","105°02'34.54""W",182,LAGARTIJO,Sceloporus utiformis,
México,Jalisco,SCruz8-10,8-10,10,Post,12,"19°36'7.33""N","105°02'34.54""W",182,LAGARTIJO,Sceloporus utiformis,
México,Jalisco,SCruz8-10,8-10,10,Post,12,"19°36'7.33""N","105°02'34.54""W",182,LAGARTIJO,Sceloporus utiformis,
México,Jalisco,SCruz8-10,8-10,10,Post,12,"19°36'7.33""N","105°02'34.54""W",182,LAGARTIJO,Sceloporus utiformis,
México,Jalisco,SCruz8-10,8-10,10,Post,12,"19°36'7.33""N","105°02'34.54""W",182,LAGARTIJO,Sceloporus utiformis,
México,Jalisco,SCruz8-10,8-10,10,Post,12,"19°36'7.33""N","105°02'34.54""W",182,LAGARTIJO,Sceloporus utiformis,
México,Jalisco,SCruz8-10,8-10,10,Post,12,"19°36'7.33""N","105°02'34.54""W",182,LAGARTIJO,Sceloporus utiformis,
México,Jalisco,SCruz8-10,8-10,10,Post,12,"19°36'7.33""N","105°02'34.54""W",182,LAGARTIJO,Sceloporus utiformis,
México,Jalisco,SCruz8-10,8-10,10,Post,12,"19°36'7.33""N","105°02'34.54""W",182,LAGARTIJO,Sceloporus utiformis,
México,Jalisco,SCruz8-10,8-10,10,Post,12,"19°36'7.33""N","105°02'34.54""W",182,LAGARTIJO,Sceloporus utiformis,
México,Jalisco,SCruz8-10,8-10,10,Post,12,"19°36'7.33""N","105°02'34.54""W",182,LAGARTIJO,Sceloporus utiformis,
México,Jalisco,SCruz8-10,8-10,10,Post,12,"19°36'7.33""N","105°02'34.54""W",182,LAGARTIJO,Sceloporus utiformis,
México,Jalisco,SCruz8-10,8-10,10,Post,12,"19°36'7.33""N","105°02'34.54""W",182,LAGARTIJO,Sceloporus utiformis,
México,Jalisco,SCruz8-10,8-10,10,Post,12,"19°36'7.33""N","105°02'34.54""W",182,LAGARTIJO,Sceloporus utiformis,
México,Jalisco,SCruz8-10,8-10,10,Post,12,"19°36'7.33""N","105°02'34.54""W",182,LAGARTIJO,Sceloporus utiformis,
México,Jalisco,SCruz8-10,8-10,10,Post,12,"19°36'7.33""N","105°02'34.54""W",182,LAGARTIJO,Sceloporus utiformis,
México,Jalisco,SCruz8-10,8-10,10,Post,12,"19°36'7.33""N","105°02'34.54""W",182,LAGARTIJO,Sceloporus utiformis,
México,Jalisco,SCruz8-10,8-10,10,Post,12,"19°36'7.33""N","105°02'34.54""W",182,LAGARTIJO,Sceloporus utiformis,
México,Jalisco,SCruz8-10,8-10,10,Post,12,"19°36'7.33""N","105°02'34.54""W",182,LAGARTIJO,Sceloporus utiformis,
México,Jalisco,SCruz8-10,8-10,10,Post,12,"19°36'7.33""N","105°02'34.54""W",182,LAGARTIJO,Sceloporus utiformis,
México,Jalisco,SCruz8-10,8-10,10,Post,12,"19°36'7.33""N","105°02'34.54""W",182,LAGARTIJO,Sceloporus utiformis,
México,Jalisco,SCruz8-10,8-10,10,Post,12,"19°36'7.33""N","105°02'34.54""W",182,LAGARTIJO,Aspidoscelis lineattissima,
México,Jalisco,SCruz8-10,8-10,10,Post,12,"19°36'7.33""N","105°02'34.54""W",182,LAGARTIJO,Aspidoscelis deppi,
México,Jalisco,SCruz8-10,8-10,10,Post,12,"19°36'7.33""N","105°02'34.54""W",182,LAGARTIJO,Urosaurus bicarinatus,
México,Jalisco,SCruz8-10,8-10,10,Post,12,"19°36'7.33""N","105°02'34.54""W",182,LAGARTIJO,Sceloporus melanorhinus,
México,Jalisco,SCruz8-10,8-10,10,Post,13,"19°35'58.8""N","105°02'54.5""W",189,LAGARTIJO,Sceloporus utiformis,
México,Jalisco,SCruz8-10,8-10,10,Post,13,"19°35'58.8""N","105°02'54.5""W",189,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SCruz8-10,8-10,10,Post,13,"19°35'58.8""N","105°02'54.5""W",189,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SCruz8-10,8-10,10,Post,13,"19°35'58.8""N","105°02'54.5""W",189,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SCruz8-10,8-10,10,Post,13,"19°35'58.8""N","105°02'54.5""W",189,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SCruz8-10,8-10,10,Post,13,"19°35'58.8""N","105°02'54.5""W",189,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SCruz8-10,8-10,10,Post,13,"19°35'58.8""N","105°02'54.5""W",189,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SCruz8-10,8-10,10,Post,13,"19°35'58.8""N","105°02'54.5""W",189,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SCruz8-10,8-10,10,Post,13,"19°35'58.8""N","105°02'54.5""W",189,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SCruz8-10,8-10,10,Post,13,"19°35'58.8""N","105°02'54.5""W",189,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SMateo5-6,5-6,6,Pre,1,"19°34'50.64""N","105°03'36.37""W",182,LAGARTIJO,Aspidoscelis communis,
México,Jalisco,SMateo5-6,5-6,6,Pre,1,"19°34'50.64""N","105°03'36.37""W",182,LAGARTIJO,Aspidoscelis communis,
México,Jalisco,SMateo5-6,5-6,6,Pre,1,"19°34'50.64""N","105°03'36.37""W",182,LAGARTIJO,Aspidoscelis communis,
México,Jalisco,SMateo5-6,5-6,6,Pre,3,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SMateo5-6,5-6,6,Pre,3,"19°34'50.64""N","105°03'36.37""W",188,LAGARTIJO,Aspidoscelis lineattissima,
México,Jalisco,SMateo5-6,5-6,6,Pre,3,"19°34'50.64""N","105°03'36.37""W",189,LAGARTIJO,Aspidoscelis lineattissima,
México,Jalisco,SMateo5-6,5-6,6,Pre,4,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Sceloporus utiformis,
México,Jalisco,SMateo5-6,5-6,6,Pre,5,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis communis,
México,Jalisco,SMateo5-6,5-6,6,Pre,5,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis lineattissima,
México,Jalisco,SMateo5-6,5-6,6,Pre,5,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis lineattissima,
México,Jalisco,SMateo5-6,5-6,6,Pre,5,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis lineattissima,
México,Jalisco,SMateo5-6,5-6,6,Pre,5,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis lineattissima,
México,Jalisco,SMateo5-6,5-6,6,Pre,6,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SMateo5-6,5-6,6,Pre,6,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SMateo5-6,5-6,6,Pre,6,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Sceloporus utiformis,
México,Jalisco,SMateo5-6,5-6,6,Pre,6,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SMateo5-6,5-6,6,Pre,6,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis lineattissima,
México,Jalisco,SMateo5-6,5-6,6,Pre,6,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis lineattissima,
México,Jalisco,SMateo5-6,5-6,6,Pre,6,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Urosaurus bicarinatus,
México,Jalisco,SMateo5-6,5-6,6,Pre,6,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Sceloporus utiformis,
México,Jalisco,SMateo5-6,5-6,6,Pre,7,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis communis,
México,Jalisco,SMateo5-6,5-6,6,Pre,7,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis communis,
México,Jalisco,SMateo5-6,5-6,6,Pre,7,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis communis,
México,Jalisco,SMateo5-6,5-6,6,Pre,7,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis communis,
México,Jalisco,SMateo5-6,5-6,6,Pre,7,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis communis,
México,Jalisco,SMateo5-6,5-6,6,Pre,7,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis communis,
México,Jalisco,SMateo5-6,5-6,6,Pre,7,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis communis,
México,Jalisco,SMateo5-6,5-6,6,Pre,7,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis communis,
México,Jalisco,SMateo5-6,5-6,6,Pre,7,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis communis,
México,Jalisco,SMateo5-6,5-6,6,Pre,7,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis communis,
México,Jalisco,SMateo5-6,5-6,6,Pre,7,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis communis,
México,Jalisco,SMateo5-6,5-6,6,Pre,7,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis communis,
México,Jalisco,SMateo5-6,5-6,6,Pre,7,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis communis,
México,Jalisco,SMateo5-6,5-6,6,Pre,7,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis communis,
México,Jalisco,SMateo5-6,5-6,6,Pre,7,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis communis,
México,Jalisco,SMateo5-6,5-6,6,Pre,7,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis communis,
México,Jalisco,SMateo5-6,5-6,6,Pre,7,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis communis,
México,Jalisco,SMateo5-6,5-6,6,Pre,7,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis communis,
México,Jalisco,SMateo5-6,5-6,6,Pre,7,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis communis,
México,Jalisco,SMateo5-6,5-6,6,Pre,7,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis communis,
México,Jalisco,SMateo5-6,5-6,6,Pre,7,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis communis,
México,Jalisco,SMateo5-6,5-6,6,Pre,7,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis communis,
México,Jalisco,SMateo5-6,5-6,6,Pre,7,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Sceloporus utiformis,
México,Jalisco,SMateo5-6,5-6,6,Pre,7,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Sceloporus utiformis,
México,Jalisco,SMateo5-6,5-6,6,Pre,7,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Sceloporus utiformis,
México,Jalisco,SMateo5-6,5-6,6,Post,8,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Sceloporus utiformis,
México,Jalisco,SMateo5-6,5-6,6,Post,8,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Urosaurus bicarinatus,
México,Jalisco,SMateo5-6,5-6,6,Post,8,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis lineattissima,
México,Jalisco,SMateo5-6,5-6,6,Post,8,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis lineattissima,
México,Jalisco,SMateo5-6,5-6,6,Post,8,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis lineattissima,
México,Jalisco,SMateo5-6,5-6,6,Post,8,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis lineattissima,
México,Jalisco,SMateo5-6,5-6,6,Post,8,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis lineattissima,
México,Jalisco,SMateo5-6,5-6,6,Post,8,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Sceloporus utiformis,
México,Jalisco,SMateo5-6,5-6,6,Post,8,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Sceloporus utiformis,
México,Jalisco,SMateo5-6,5-6,6,Post,8,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Sceloporus utiformis,
México,Jalisco,SMateo5-6,5-6,6,Post,8,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Sceloporus utiformis,
México,Jalisco,SMateo5-6,5-6,6,Post,8,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Sceloporus utiformis,
México,Jalisco,SMateo5-6,5-6,6,Post,8,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Urosaurus bicarinatus,
México,Jalisco,SMateo5-6,5-6,6,Post,8,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis lineattissima,
México,Jalisco,SMateo5-6,5-6,6,Post,8,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis lineattissima,
México,Jalisco,SMateo5-6,5-6,6,Post,8,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis lineattissima,
México,Jalisco,SMateo5-6,5-6,6,Post,8,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis lineattissima,
México,Jalisco,SMateo5-6,5-6,6,Post,8,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis lineattissima,
México,Jalisco,SMateo5-6,5-6,6,Post,8,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Sceloporus utiformis,
México,Jalisco,SMateo5-6,5-6,6,Post,8,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Sceloporus utiformis,
México,Jalisco,SMateo5-6,5-6,6,Post,8,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Sceloporus utiformis,
México,Jalisco,SMateo5-6,5-6,6,Post,8,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Sceloporus utiformis,
México,Jalisco,SMateo5-6,5-6,6,Post,8,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Sceloporus utiformis,
México,Jalisco,SMateo5-6,5-6,6,Post,9,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SMateo5-6,5-6,6,Post,9,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SMateo5-6,5-6,6,Post,9,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SMateo5-6,5-6,6,Post,9,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Urosaurus bicarinatus,
México,Jalisco,SMateo5-6,5-6,6,Post,9,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis communis,
México,Jalisco,SMateo5-6,5-6,6,Post,9,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis communis,
México,Jalisco,SMateo5-6,5-6,6,Post,9,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis communis,
México,Jalisco,SMateo5-6,5-6,6,Post,9,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis communis,
México,Jalisco,SMateo5-6,5-6,6,Post,9,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Phyllodactylus lanei,
México,Jalisco,SMateo5-6,5-6,6,Post,10,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis lineattissima,
México,Jalisco,SMateo5-6,5-6,6,Post,10,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis lineattissima,
México,Jalisco,SMateo5-6,5-6,6,Post,10,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SMateo5-6,5-6,6,Post,10,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Sceloporus utiformis,
México,Jalisco,SMateo5-6,5-6,6,Post,10,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SMateo5-6,5-6,6,Post,10,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SMateo5-6,5-6,6,Post,11,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SMateo5-6,5-6,6,Post,11,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SMateo5-6,5-6,6,Post,11,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SMateo5-6,5-6,6,Post,11,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SMateo5-6,5-6,6,Post,11,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SMateo5-6,5-6,6,Post,11,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Urosaurus bicarinatus,
México,Jalisco,SMateo5-6,5-6,6,Post,11,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Urosaurus bicarinatus,
México,Jalisco,SMateo5-6,5-6,6,Post,11,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Urosaurus bicarinatus,
México,Jalisco,SMateo5-6,5-6,6,Post,11,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis lineattissima,
México,Jalisco,SMateo5-6,5-6,6,Post,11,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis lineattissima,
México,Jalisco,SMateo5-6,5-6,6,Post,11,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Sceloporus utiformis,
México,Jalisco,SMateo5-6,5-6,6,Post,11,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Urosaurus bicarinatus,
México,Jalisco,SMateo5-6,5-6,6,Post,11,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SMateo5-6,5-6,6,Post,11,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SMateo5-6,5-6,6,Post,11,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SMateo5-6,5-6,6,Post,11,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SMateo5-6,5-6,6,Post,11,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SMateo5-6,5-6,6,Post,11,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Phyllodactylus lanei,
México,Jalisco,SMateo5-6,5-6,6,Post,11,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SMateo5-6,5-6,6,Post,11,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SMateo5-6,5-6,6,Post,11,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SMateo5-6,5-6,6,Post,11,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SMateo5-6,5-6,6,Post,11,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SMateo5-6,5-6,6,Post,11,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Sceloporus utiformis,
México,Jalisco,SMateo5-6,5-6,6,Post,11,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SMateo5-6,5-6,6,Post,11,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis lineattissima,
México,Jalisco,SMateo5-6,5-6,6,Post,11,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis lineattissima,
México,Jalisco,SMateo5-6,5-6,6,Post,11,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis lineattissima,
México,Jalisco,SMateo5-6,5-6,6,Post,11,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis lineattissima,
México,Jalisco,SMateo5-6,5-6,6,Post,11,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis lineattissima,
México,Jalisco,SMateo5-6,5-6,6,Post,11,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis lineattissima,
México,Jalisco,SMateo5-6,5-6,6,Post,11,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis lineattissima,
México,Jalisco,SMateo5-6,5-6,6,Post,11,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis lineattissima,
México,Jalisco,SMateo5-6,5-6,6,Post,11,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis lineattissima,
México,Jalisco,SMateo5-6,5-6,6,Post,11,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis lineattissima,
México,Jalisco,SMateo5-6,5-6,6,Post,11,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis lineattissima,
México,Jalisco,SMateo5-6,5-6,6,Post,11,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis lineattissima,
México,Jalisco,SMateo5-6,5-6,6,Post,11,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis lineattissima,
México,Jalisco,SMateo5-6,5-6,6,Post,11,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis lineattissima,
México,Jalisco,SMateo5-6,5-6,6,Post,11,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis lineattissima,
México,Jalisco,SMateo5-6,5-6,6,Post,11,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis lineattissima,
México,Jalisco,SMateo5-6,5-6,6,Post,11,"19°34'50.64""N","105°03'36.37""W",190,LAGARTIJO,Aspidoscelis communis,
México,Jalisco,SMateo5-6,5-6,6,Post,11,"19°34'50.64""N","105°03'36.37""W",191,LAGARTIJO,Aspidoscelis communis,
México,Jalisco,SMateo5-6,5-6,6,Post,11,"19°34'50.64""N","105°03'36.37""W",192,LAGARTIJO,Aspidoscelis communis,
México,Jalisco,SMateo5-6,5-6,6,Post,11,"19°34'50.64""N","105°03'36.37""W",193,LAGARTIJO,Urosaurus bicarinatus,
México,Jalisco,SMateo5-6,5-6,6,Post,11,"19°34'50.64""N","105°03'36.37""W",194,LAGARTIJO,Sceloporus utiformis,
México,Jalisco,SMateo5-6,5-6,6,Post,11,"19°34'50.64""N","105°03'36.37""W",195,LAGARTIJO,Sceloporus utiformis,
México,Jalisco,SMateo5-6,5-6,6,Post,11,"19°34'50.64""N","105°03'36.37""W",196,LAGARTIJO,Sceloporus utiformis,
México,Jalisco,SMateo5-6,5-6,6,Post,11,"19°34'50.64""N","105°03'36.37""W",197,LAGARTIJO,Sceloporus utiformis,
México,Jalisco,SMateo5-6,5-6,6,Post,12,"19°34'50.64""N","105°03'36.37""W",196,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SMateo5-6,5-6,6,Post,12,"19°34'50.64""N","105°03'36.37""W",196,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SMateo5-6,5-6,6,Post,12,"19°34'50.64""N","105°03'36.37""W",196,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SMateo5-6,5-6,6,Post,12,"19°34'50.64""N","105°03'36.37""W",196,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SMateo5-6,5-6,6,Post,12,"19°34'50.64""N","105°03'36.37""W",196,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SMateo5-6,5-6,6,Post,12,"19°34'50.64""N","105°03'36.37""W",196,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SMateo5-6,5-6,6,Post,12,"19°34'50.64""N","105°03'36.37""W",196,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SMateo5-6,5-6,6,Post,12,"19°34'50.64""N","105°03'36.37""W",196,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SMateo5-6,5-6,6,Post,12,"19°34'50.64""N","105°03'36.37""W",196,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SMateo5-6,5-6,6,Post,12,"19°34'50.64""N","105°03'36.37""W",196,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SMateo5-6,5-6,6,Post,12,"19°34'50.64""N","105°03'36.37""W",196,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SMateo5-6,5-6,6,Post,12,"19°34'50.64""N","105°03'36.37""W",196,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SMateo5-6,5-6,6,Post,12,"19°34'50.64""N","105°03'36.37""W",196,LAGARTIJO,Anolis nebulosus,
México,Jalisco,SMateo5-6,5-6,6,Post,12,"19°34'50.64""N","105°03'36.37""W",196,LAGARTIJO,Anolis nebulosus,
