País,Estado,Sitio Estadíos,Estadio,Años,Pre-Post,Salida,COORDENADAS N,Coordenadas W,Altitud,GRUPO,ESPECIE,Fecha
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
,,,,,Pre,,,,,,,
